exa,博主头像,博主id,博主,博主主页,博文,博文独立网址,发布时间,发布终端,转发数,评论数,点赞数,<fullpath>,<createdate>,,,,,count,forward,comment,likes
聂树斌,http://tva3.sinaimg.cn/crop.8.199.407.407.50/62e9aabajw8erpogp07eqj20c80kdac7.jpg,1659480762,龙元富律师,http://weibo.com/u/1659480762?refer_flag=1001030103_,发表了博文《聂树斌案法理研判》聂树斌案法理研判龙宗智*内容摘要：聂树斌案原审判决建立在“以口供为中心的两面印证式”证据构造基础上，虽缺乏供同一认定的关键物证，但仍属裁判有据。王书金自认真凶这一新证据出|聂树斌案法...,http://weibo.com/1659480762/CfWD5qIN4?refer_flag=1001030103_,2015-05-02 10:44,新浪博客,2,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,2,0,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.1.640.640.50/4a201e27jw8f42x0xe7pcj20hs0hut9p.jpg,1243618855,一线治病救人,http://weibo.com/u/1243618855?refer_flag=1001030103_,谁认识王毓恭? 万能的微博能否让他现身说法? @朱国斌HK 河北省高级人民法院院长没有签发聂树斌死刑执行令，而是由王毓恭在右上角代签的。啥情况？王是何人？这下青史留名了。,http://weibo.com/1243618855/CfWzw8zTS?refer_flag=1001030103_,2015-05-02 10:35,微博 weibo.com,34,8,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,34,8,2,,,,
聂树斌,http://tva3.sinaimg.cn/crop.14.0.1213.1213.50/53c7cd33jw8f7hpd6v9cgj20yi0xptap.jpg,1405603123,吴法天,http://weibo.com/319342666?refer_flag=1001030103_,1995年3月3日，检察院对聂树斌提起公诉。法院于1995年3月15日作出（1995）石刑初字第53号刑事附带民事判决。聂树斌不服，向河北省高院提出上诉。河北省高院1995年4月25日作出（1995）冀刑一终字第129号刑事附带民事判决。聂树斌上诉状会不会把1995年3月15日误写成1995年5月13日了？这3.15和5.13太巧！,http://weibo.com/1405603123/CfWwry519?refer_flag=1001030103_,2015-05-02 10:28,iPhone 6 Plus,75,99,41,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,75,99,41,,,,
聂树斌,http://tva4.sinaimg.cn/crop.10.0.1012.1012.50/005XJEbTgw1es85zgxlb6j30sg0sgqjl.jpg,5463347241,读家,http://weibo.com/577337521?refer_flag=1001030103_,纵容“疏忽”聂树斌是中国法治决堤口。聂树斌案复查听证落幕，当年最终裁决聂案的河北高院与认为聂案疑点重重的律师激烈交锋。http://t.cn/RAuK3jP,http://weibo.com/5463347241/CfWrV7fLc?refer_flag=1001030103_,2015-05-02 10:17,微博 weibo.com,0,2,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,0,2,3,,,,
聂树斌,http://tva3.sinaimg.cn/crop.14.0.1213.1213.50/53c7cd33jw8f7hpd6v9cgj20yi0xptap.jpg,1405603123,吴法天,http://weibo.com/319342666?refer_flag=1001030103_,这是聂树斌的律师认为最有利的证据。问题来了：为什么说别人就凭被害人的一串钥匙能找到他？钥匙有何特征？他作案过程中碰到怕留下指纹？但为此却只扔到一米多远处，这样办案人员就找不到？如何排除王书金作为现场勘查的围观者看到过，或者有人给他提示这个细节呢？这个扔在一米远的钥匙值得深入研究。,http://weibo.com/1405603123/CfWr1inYi?refer_flag=1001030103_,2015-05-02 10:14,iPhone 6 Plus,156,158,71,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,156,158,71,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.25.128.128.50/549f8a4dgw1f03t543wbxj203m05kaa7.jpg,1419741773,苏州郎心铁,http://weibo.com/u/1419741773?refer_flag=1001030103_,【王书金】聂树斌案的另一个人物王书金值得关注。是他，主动承认是强奸杀人案的真凶，致聂案有了惊天逆转的可能。有人部门对此如芒刺在背，打他逼他，甚至疑似使用精神药物，要他否认自己的供状，但他没有就范。于是换来杀无赦的死刑判决。从这个人物中，我看到了一个人良知的复苏和一群人良知的堕落。,http://weibo.com/1419741773/CfWpec0aJ?refer_flag=1001030103_,2015-05-02 10:10,微博 weibo.com,72,27,9,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,72,27,9,,,,
聂树斌,http://tva3.sinaimg.cn/crop.84.1.448.448.50/68432b60gw1egd2x7ch5fj20go0ci40d.jpg,1749232480,法律人王在照,http://weibo.com/278117756?refer_flag=1001030103_,"评论@陈光武律师 的博文【[转载]龙宗智：聂树斌案法理研判】：""王书金“提供了一个情节，被害人经常一人在早上、中午、下午三个时间段从玉米地里的小路上骑车经过，极有规律，几天观察后，王终于在一个下午动手。如果被害人确实有此行动规律，那么，如果...""查看原文：|[转载]龙宗...",http://weibo.com/1749232480/CfWl6fsq8?refer_flag=1001030103_,2015-05-02 10:00,新浪博客,651,126,93,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,651,126,93,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.996.996.50/684c74ecjw8f7os1v4ffrj20ro0rptcp.jpg,1749841132,老罗的微博,http://weibo.com/716030121?refer_flag=1001030103_,【聂树斌必定翻案】@孙海峰: 从政治意义上讲，此案是验证当局合法性的试金石。若公权力继续抱团耍流氓，民众将对它彻底死心绝望，看清所谓中国梦不过是一场肆意宰割的噩梦。,http://weibo.com/1749841132/CfWeyzaiX?refer_flag=1001030103_,2015-05-02 9:44,三星GALAXY,16,3,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,16,3,3,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/64b006afjw1e8qgp5bmzyj2050050aa8.jpg,1689257647,杜文冤案,http://weibo.com/duwen01?refer_flag=1001030103_,【寻找聂树斌案知情人】聂树斌是否被刑讯逼供？这个问题很重要，也不难核实。当年的办案民警、看守所管教、曾经一同羁押的难友、跑筒子的出工人员……都能证实。谨以良知的名义，吁请知情人勇敢的站出来说出真相，做个证。是男人就站出来！有吗？,http://weibo.com/1689257647/CfWeu7lq8?refer_flag=1001030103_,2015-05-02 9:43,iPhone,260,68,42,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,260,68,42,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/73570bbdjw1e8qgp5bmzyj2050050aa8.jpg,1935084477,迟夙生律师,http://weibo.com/277334768?refer_flag=1001030103_,我国1979年的刑事诉讼程序就明确规定了死刑案件必须有法律援助律师辩护，我自1980年走上法庭上开始做刑事案件辩护工作，曾经因为有此规定为许多这类案件被告人辩护过，聂树斌的案件为什么辩护人不是律师？法院当初为什么不让律师去辩护？没有律师辩护的死刑案件本身就是错案！ |鄂托克街,http://weibo.com/1935084477/CfWdf2f1D?refer_flag=1001030103_,2015-05-02 9:40,iPhone 5s,430,83,207,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,430,83,207,,,,
聂树斌,http://tva2.sinaimg.cn/crop.22.0.300.300.50/d5a126acjw8eceilzwqnsj209l08c3yi.jpg,3584108204,奥巴马捕鲸,http://weibo.com/u/3584108204?refer_flag=1001030103_,聂树斌案子！河北司法，堂堂国家机器，居然怕一支签字的笔！他们怕嫌疑人自残、怕自己被残！所以，他人的生死文书他们可以代签？试问，河北司法，在中国、在全世界，你们还能找出第二个代嫌疑人签生死文书的法官吗？泱泱大国，如果【文人怕笔、军人怕枪】，那我们屁民百姓会怕什么？ @袁裕来律师,http://weibo.com/3584108204/CfW9ReM4u?refer_flag=1001030103_,2015-05-02 9:32,Android客户端,17,6,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,17,6,3,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.748.748.50/62c03196jw8eiem5k5l9lj20ks0ks74v.jpg,1656762774,人权捍卫者2015,http://weibo.com/beyondlawyer?refer_flag=1001030103_,[没有刑讯逼供？］看了聂家律师李树亭说同号描述聂树斌被刑讯，而法院拿出同号犯人聂树斌不在同仓的证据证明此人跟聂树斌没有接触。办理刑案都知道，看守所在押人员是经常换仓的，法院拿出两人不在一个仓号的证据根本排除不了两人同在一仓的可能。法院应该把那段时期的所有仓号纪录拿出来才可能排除。,http://weibo.com/1656762774/CfW4UtoEY?refer_flag=1001030103_,2015-05-02 9:20,微博 weibo.com,13,5,8,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=29,2016-12-7 12:51:36,1,13,5,8,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.48.283.283.50/8bbe4f05jw1ebxz84rbk6j208c0d475m.jpg,2344505093,谷雨航,http://weibo.com/u/2344505093?refer_flag=1001030103_,聂树斌案在嗜血律师眼里原先是块肥肉，铁定出名，于是恶狗争食抢这差事，有的甚至因为没抢到给聂母去电话大骂，抢到的喜滋滋等成名律，没想到听证会一开，检方提出过硬证据链，事实面前讼棍被驳的灰头土脸，一下子懵了，讼棍的丑态让人莞尔，现在怎么办？去法院门口喝农药吧，你们这些贱货！,http://weibo.com/2344505093/CfVWbrIJJ?refer_flag=1001030103_,2015-05-02 8:58,360安全浏览器,76,117,98,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,76,117,98,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/7d0906ffjw1e8qgp5bmzyj2050050aa8.jpg,2097743615,教刑法的陈老师,http://weibo.com/u/2097743615?refer_flag=1001030103_,排除一切合理怀疑，既然无法排除聂树斌不是凶手的怀疑，就应当认定其无罪。而现在包括央视在内的逻辑是，既然无法证明聂不是凶手，所以聂案就不是冤案。呼格案之所以昭雪，是因为那纯粹就是一起冤案，而聂案如此曲折，不由得让人怀疑是不是还有什么更不可告人真相被竭力隐瞒。,http://weibo.com/2097743615/CfVQvd3ta?refer_flag=1001030103_,2015-05-02 8:44,iPhone 6 Plus,10,15,18,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,10,15,18,,,,
聂树斌,http://tva3.sinaimg.cn/default/images/default_avatar_male_50.gif,3781912202,长江黄河1935,http://weibo.com/u/3781912202?refer_flag=1001030103_,我分享了@陈光武律师 的文章 |无罪辩解被...——很荒唐，简直在编剧呢！在派出所关了7天7夜就那么平静的对视吗？——我“百度”了一下：“青纱帐迷案”，发现该文作者焦辉广系为聂树斌案的最早承办民警，他就说用了攻心的“巧计”，这种“巧计”难道还能离开刑讯逼供吗？鬼才相信呢！！！,http://weibo.com/3781912202/CfVKnf02a?refer_flag=1001030103_,2015-05-02 8:29,微博 weibo.com,4,1,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,4,1,2,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.1080.1080.50/ed28177ajw8etk79ll5qyj20u00u0q71.jpg,3978827642,正飞虎,http://weibo.com/u/3978827642?refer_flag=1001030103_,这个昨天才发微博的@聂树斌姐姐 帐号一共关注了68个人，除了@陈光武律师 外，关注的都是旅游、搞笑之类的，你弟弟都这样了，你还有这个闲情逸致？撒泼打滚玩悲情这一招已经过时，律师玩微博营销，虽然有成功案例，但要因人、因时、因事而异，别让人笑掉大牙。,http://weibo.com/3978827642/CfVKm482D?refer_flag=1001030103_,2015-05-02 8:29,Android,12,8,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,12,8,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/77cff80djw1e8qgp5bmzyj2050050aa8.jpg,2010118157,法律博客,http://weibo.com/jcrbblog?refer_flag=1001030103_,【聂树斌案：最后一厘米_谢志浩_法律博客】非得命案必破，就可能造成冤案。人可不是韭菜，割了一茬，又长一茬。证据链不是特别完整，最好疑罪从无。不能放过一个坏人，这很好，但是，万一冤枉一个好人，怎么办呢？ http://t.cn/RAuim9c,http://weibo.com/2010118157/CfVFIeGwi?refer_flag=1001030103_,2015-05-02 8:18,JiaThis分享按钮,6,2,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,6,2,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/77cff80djw1e8qgp5bmzyj2050050aa8.jpg,2010118157,法律博客,http://weibo.com/jcrbblog?refer_flag=1001030103_,【聂树斌案杂谈_韩郁文_法律博客】随着山东复查听证会的进行，更多聂案的细节浮上水面，原案司法人员无视法治、草菅人命的细节得到部分地披露，虽然我们心理早已有所准备，但社会真实还是超出了我们的预期。 http://t.cn/RAuijwU,http://weibo.com/2010118157/CfVEr2uwJ?refer_flag=1001030103_,2015-05-02 8:15,JiaThis分享按钮,6,1,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,6,1,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.748.748.50/62c03196jw8eiem5k5l9lj20ks0ks74v.jpg,1656762774,人权捍卫者2015,http://weibo.com/beyondlawyer?refer_flag=1001030103_,[聂树斌案反映出司法伦理的高度混乱］公安机关作为执法机关竟然具有裁判权，公安怀疑谁犯罪，直接就可以把人抓了拷问证据，法院作为裁判机关竟然具有执行权，审判长宣布裁决后竟然可以去执行裁决，这样的混乱设计不批量生产冤假错案，那就真是怪事了。对比：台湾由法务部长签署执行死刑，曾长期拒签。,http://weibo.com/1656762774/CfVxA7rN8?refer_flag=1001030103_,2015-05-02 7:58,微博 weibo.com,25,6,7,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,25,6,7,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.512.512.50/6394e62djw8ez559v0znxj20e80e874v.jpg,1670702637,李宾客,http://weibo.com/libinke?refer_flag=1001030103_,聂树慧向我确认，微博是她所发，经她辨认，聂树斌穿的是羽绒服：“那时为了领子干净，方便洗，就用毛线织个领子缝在羽绒服上。”各位，聂树斌枪决照是不是雪地，请拭目以待山东高院鉴定结果！如果是雪地，只能说明河北原办案单位代表撒谎成性，在山东高院说的任何话都不可信！,http://weibo.com/1670702637/CfVrT26PV?refer_flag=1001030103_,2015-05-02 7:44,iPhone客户端,1176,273,172,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,1176,273,172,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.638.638.50/66817b92jw8f0nkyptonuj20hq0hqdg6.jpg,1719761810,深圳朱律师,http://weibo.com/lawyerzhuliqing?refer_flag=1001030103_,验明正身笔录，如此重要文件，居然书记员一人搞掂。指挥执行审判人员和临场监督人为什么没有签名？有理由怀疑，聂树斌名字上的指印是聂树斌的吗？这是按正常程序执行死刑所作笔录？联系到上诉状日期（笔误的解释难以令人信服），执行的时间，是一个比较明显且关键的疑点。为什么会这样？？@陈光武律师,http://weibo.com/1719761810/CfVmcs9re?refer_flag=1001030103_,2015-05-02 7:30,iPad客户端,4,0,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=30,2016-12-7 12:51:53,1,4,0,2,,,,
聂树斌,http://tva2.sinaimg.cn/default/images/default_avatar_male_50.gif,1099127133,byang2004,http://weibo.com/u/1099127133?refer_flag=1001030103_,分享自上海成彦亮律师《聂树斌案之我见》 - 聂树斌案之我见 聂树斌被执行死刑十年后，王书金因另案被抓获，承认他是真凶，聂家申诉近十年，最高人民法院指令山东省高院审查... (来自 @头条博客) |聂树斌案之...,http://weibo.com/1099127133/CfUSCnEB2?refer_flag=1001030103_,2015-05-02 6:17,bShare分享,0,0,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,0,0,1,,,,
聂树斌,http://tva3.sinaimg.cn/crop.750.307.557.557.50/575769adjw8f2m23dzbhkj21kw16oe81.jpg,1465346477,假行僧老巩,http://weibo.com/234541319?refer_flag=1001030103_,最早发现聂树斌案一案两凶的河北广平县原副局长郑成月回忆当年细节。认为聂树斌是被刑讯逼供、屈打成招。 |最早发现聂...,http://weibo.com/1465346477/CfURsvTRn?refer_flag=1001030103_,2015-05-02 6:14,,1862,385,1025,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,1862,385,1025,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/67a050dfjw1e8qgp5bmzyj2050050aa8.jpg,1738559711,庄蛭,http://weibo.com/u/1738559711?refer_flag=1001030103_,用概率分析聂树斌案。没有目击者证实聂树斌在案发时间段，在案发地点附近出现过。抓聂树斌是因为他在案发地附近的一大片区域转悠，这种方式抓获的人正好是凶手的可能性多大？,http://weibo.com/1738559711/CfTrVel2A?refer_flag=1001030103_,2015-05-02 2:38,微博 weibo.com,3,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,3,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.94.108.540.540.50/005tnQTPjw8f8t819q98sj30k00k0q38.jpg,5014862797,北京厨子新号,http://weibo.com/u/5014862797?refer_flag=1001030103_,我现在倾向于认为，人不是聂树斌杀的，也不是王书金杀的。是河北高法的人奸杀的。,http://weibo.com/5014862797/CfThZ99Tq?refer_flag=1001030103_,2015-05-02 2:14,微博 weibo.com,47,43,150,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,47,43,150,,,,
聂树斌,http://tva2.sinaimg.cn/crop.94.108.540.540.50/005tnQTPjw8f8t819q98sj30k00k0q38.jpg,5014862797,北京厨子新号,http://weibo.com/u/5014862797?refer_flag=1001030103_,王书金能准确地指认出散落在玉米地的钥匙，而且知道是被害人的，而且是知道是被害人挂在手上的。除非他是办案民警。事实上连办案民警也不知道。而聂树斌根本没有提及。民警也没有继续追问。这不合逻辑。多问一句，你还从死者身上拿走了什么东西。是很容易的。,http://weibo.com/5014862797/CfTe7eOzd?refer_flag=1001030103_,2015-05-02 2:04,微博 weibo.com,69,62,83,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,69,62,83,,,,
聂树斌,http://tva4.sinaimg.cn/crop.39.120.360.360.50/3f647888jw1f54csl73xfj20c80gp0uq.jpg,1063549064,己言自语,http://weibo.com/u/1063549064?refer_flag=1001030103_,【陈±罗-聂树斌】看似不搭界的两件事，实际有共同的基础：维系权力的蛮横。影响深远的试金石。,http://weibo.com/1063549064/CfT2udFnc?refer_flag=1001030103_,2015-05-02 1:36,微博 weibo.com,5,1,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,5,1,2,,,,
聂树斌,http://tva1.sinaimg.cn/crop.4.0.171.171.50/005OrCXNgw1eypa013ou6j304w04sweo.jpg,5326065595,静娅_,http://weibo.com/u/5326065595?refer_flag=1001030103_,聂树斌一案之恐怖，不仅在它违背程序，还在公布的死刑时间与实际执行时间为何不对版，匆忙判死为哪般？对比美国辛普森案，程序出现问题，确凿证据之下都只能无罪释放，足显示美国人对程序优先原则之深谋远虑。若司法允许违背程序，司法则不再是社会的安全保障，反而是社会最大的恐惧,http://weibo.com/5326065595/CfSRo1Ivf?refer_flag=1001030103_,2015-05-02 1:08,三星Galaxy Note II,69,23,59,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,69,23,59,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/3e9f9234jw1e8qgp5bmzyj2050050aa8.jpg,1050645044,西安张显,http://weibo.com/u/1050645044?refer_flag=1001030103_,"【王书金正在现场附近的工地打工，对现场周围的环境比较熟悉，而且公安机关进行现场勘查时有不少群众围观。聂树斌是1994年9月23日被抓获，1994年10月26日，《石家庄日报》以""青纱帐迷案""为题报道了聂树斌案。】王书金对此案应该知晓，所以王书金的口供疑点较多，可能出于恶性而来故意搅局。",http://weibo.com/1050645044/CfSPk25qp?refer_flag=1001030103_,2015-05-02 1:03,360安全浏览器,6,7,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,6,7,1,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.996.996.50/499a8ccdjw8f82x3jbj91j20ro0rpjv2.jpg,1234865357,安崇民,http://weibo.com/anchongmin418?refer_flag=1001030103_,聂树斌案复查，看了听证会微博发布各方信息，迄今为止没有表达任何判断。有不吐不快的话赠送“法学家”、“律师”及“媒体人”（引号是特指少数、个别）：案件复查，依然必须根据事实、证据，按照法定程序，以法律为准绳得出结果；不在复查期间由其委托律师提供证据、展示专业水准，微博造势枉费心机。,http://weibo.com/1234865357/CfSNmk7Ux?refer_flag=1001030103_,2015-05-02 0:58,百度浏览器,4,1,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,4,1,2,,,,
聂树斌,http://tva4.sinaimg.cn/crop.17.95.573.573.50/62448d3djw1ezm05mf5o7j20jg0qj462.jpg,1648659773,yidaozhi007,http://weibo.com/u/1648659773?refer_flag=1001030103_,聂树斌案人物谱综合篇：为便于大家阅读，我把聂树斌人物谱(一)、(二)、(三)进行复制归并。 公 安 原公安承办人员：尚中华、焦辉广、张日强、杜同福。 尚中华：原任石家庄市原郊区公安分局刑侦副...文字版&gt;&gt; http://t.cn/zY06shL （新浪长微博&gt;&gt; |还在为微博...）,http://weibo.com/1648659773/CfSGi4sOe?refer_flag=1001030103_,2015-05-02 0:41,新浪博客,12,1,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,12,1,3,,,,
聂树斌,http://tva4.sinaimg.cn/crop.470.3.1529.1529.50/48b50356jw1e6izqynx14j21kw16okjl.jpg,1219822422,重庆陈忠林,http://weibo.com/u/1219822422?refer_flag=1001030103_,热点丨温良:聂树斌案雪地无痕？【评】常识是认定事实的基础。 |热点丨温良...,http://weibo.com/1219822422/CfSEvi7Ew?refer_flag=1001030103_,2015-05-02 0:37,iOS,8,2,5,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,8,2,5,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.180.180.50/562bc1d7jw1e8qgp5bmzyj2050050aa8.jpg,1445708247,不沉默的大多数,http://weibo.com/chenmo61?refer_flag=1001030103_,关注聂案受害人 “1994年，原告亲人被害，造成家破……”诉状中，聂树斌案受害人康某家人认为，17年间网络、媒体、律师等曾反复侵权，未能保护奸杀案受害者家人隐私，不得已提起诉讼。2011年11月，石家庄市井陉矿区法院已受理提起的名誉侵权诉讼，控诉的连带侵权人包括聂树斌的母亲张某。,http://weibo.com/1445708247/CfSx8tf5j?refer_flag=1001030103_,2015-05-02 0:18,iPhone客户端,9,5,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=31,2016-12-7 12:52:10,1,9,5,3,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/83536db3jw8f8fitnpch5j20ro0roab9.jpg,2203282867,柯岚_西北大学,http://weibo.com/sonia6949?refer_flag=1001030103_,我从2005年开始关注聂树斌案，至今十年。这十年见诸文字的成果，有2005年写成2006年发表于《中外法学》... |持续关注聂...不同的意见要理性对待，摆事实讲道理。有段我一直关注朱令案，最后下不了结论……,http://weibo.com/2203282867/CfSt8fipY?refer_flag=1001030103_,2015-05-02 0:09,三星Galaxy Note II(灰色),7,9,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=32,2016-12-7 12:52:29,1,7,9,2,,,,
